domain,scraped_at,id,name,image,status,urgency,special_case,class,since,gender,age,birthday,race,sice,weight,chip,situation,location,health,description
gatsdelcarrer.org,2018-04-15 23:52:29.346310,392,Encontrado - Linares,http://gatsdelcarrer.org/imas/animales/_392/a_3921516750334.jpg,encontrado,NO,NO,Gato,24-1-2018,Macho,1 año y 2 meses,1/2017,NA,Mediano,NA,NA,NA,Sant Vicenç dels Horts (Barcelona),NA,"Encontrado en calle linares, 1 al lado del cementerio en Sant Vicenç dels Horts, macho sin esterilizar, sin chip y con un collar. Si alguien lo reconoce contactar con nosotros al tel 651626346 mejor WhatsApp y te informaremos, muchas gracias!"
asokaelgrande.org,2018-04-15 23:52:32.216911,338,Isis,http://asokaelgrande.org/imas/animales/_338/isis.jpg,perdido,NO,NO,Gato,3-4-2008,Hembra,NA,NA,NA,Grande,NA,NA,NA,Alicante,NA,PERDIDA GATA
salvanos.es,2018-04-15 23:52:35.270289,2398,Alice,http://salvanos.es/imas/animales/_2398/a_23981520535684.jpg,en adopción,NO,NO,Gato,8-3-2018,Hembra,7 meses y 14 días,9/2017,Siamés,Mediano,NA,941000022576897,Casa de acogida,La Unión (Murcia),Buena. Sin esterilizar.,Reservada Th.
badagats.org,2018-04-15 23:52:37.879277,78,Pipa y Pepa,http://badagats.org/imas/animales/_78/a_781459698838.jpg,en adopción,NO,NO,Gato,3-4-2016,Hembra,3 años y 8 meses,7/2014,Europea atigradas y moteadas,Mediano,NA,NA,Refugio,Badalona (Barcelona),Salud,"Nuestro dúo, tandem de hermanas casi inseparables. Estas jovencitas tan distintas de aspecto son hermanas y muy vergonzosas. Les cuesta un poquito coger confianza, una vez hecho, se te hacen inseparables y confian en tí incondicionalmente. Buscamos adopción conjunta, nunca se han separado y ... no lo vamos a hacer ahora, verdad?"
salvanos.es,2018-04-15 23:52:38.109244,2400,Moka,http://salvanos.es/imas/animales/_2400/a_24001520662706.jpg,en adopción,NO,NO,Gato,10-3-2018,Macho,2 años y 6 meses,10/2015,Siamés,Mediano,NA,NA,Casa de acogida,Murcia (Murcia),Recuperándose de su herida en la pata. Tests Leucemia y Fiv negativos. Castrado.,10/03/18 Reservado TH.
salvanos.es,2018-04-15 23:52:42.116808,2403,Mono (antes Mona),http://salvanos.es/imas/animales/_2403/a_24031521527669.jpg,en adopción,NO,NO,Gato,20-3-2018,Macho,5 meses y 14 días,11/2017,Común Europeo MIX,Mediano,NA,NA,Casa de acogida,La Unión (Murcia),Buena.,Reservada TH.
badagats.org,2018-04-15 23:52:42.260544,75,Griseta,http://badagats.org/imas/animales/_75/a_751469473488.jpg,en adopción,NO,NO,Gato,3-4-2016,Hembra,4 años y 10 meses,5/2013,Europea bicolor gris/blanca,Mediano,NA,NA,Refugio,Badalona (Barcelona),Salud,"El caso de Griseta es muy triste, un caso de cruel maltrato. Desde peque vivió encerrada en un transportín, donde vivía sin poder caminar ni casi ponerse en pie. Comía, dormía, hacía sus necesidades y observaba su entorno (porque no podía jugar) desde dentro de una caja. Esto le provocó una infección que tuvo como resultado su abandono ... dentro del transportín en que entonces parecía que se había convertido también en su tumba. Cuando una voluntaria la descubrió tirada, encerrada en el transportín, estaba medio inconsciente, desnutrida y con una infección que el veterinario a donde se le llevó para asistirla, aconsejó la eutanasia."
badagats.org,2018-04-15 23:52:45.678240,74,Rusa,http://badagats.org/imas/animales/_74/a_741469473433.jpg,en adopción,NO,NO,Gato,1-3-2016,Hembra,4 años y 1 mes,3/2014,Europea atigrada y blanca,Mediano,NA,NA,Refugio,Badalona (Barcelona),Salud,Esta jovencita guapa es Rusa.
badagats.org,2018-04-15 23:52:48.654130,20,Oporto,http://badagats.org/imas/animales/_20/a_201429916128.jpg,en adopción,NO,NO,Gato,16-9-2013,Macho,5 años y 2 meses,1/2013,Europea,Mediano,NA,NA,Casa de acogida,Badalona (Barcelona),NA,"Abandonado en la calle como muchos otros tuvo la suerte de que nos tropezáramos con él. Es muy bueno y cariñoso con los humanos y no da problemas, aunque un poco dominante con otros gatos."
salvanos.es,2018-04-15 23:52:50.342668,2389,Nino,http://salvanos.es/imas/animales/_2389/a_23891519502917.jpg,en adopción,NO,NO,Gato,24-2-2018,Macho,8 meses y 14 días,8/2017,Europeo negro,Mediano,NA,NA,Residencia,Murcia (Murcia),Su salud es buena,Pre-reserva de TH.
badagats.org,2018-04-15 23:52:52.912259,26,Cielo,http://badagats.org/imas/animales/_26/a_261398363083.jpg,en adopción,NO,NO,Gato,22-8-2013,Hembra,5 años y 6 meses,9/2012,Europea atigrada,Mediano,NA,NA,Casa de acogida,Badalona (Barcelona),NA,"Otro abandono de verano. A ella la dejaron en un transportín en una clínica veterinaria de la zona. Es un poco asustadiza pero muy curiosa, te sigue a todas partes con esos ojazos y esas orejas tan grandes."
salvanos.es,2018-04-15 23:52:54.455343,2303,Nieve,http://salvanos.es/imas/animales/_2303/a_23031512135850.jpg,en adopción,NO,NO,Gato,22-11-2017,Macho,1 año y 7 meses,9/2016,Común Eu. Blanco,Mediano,NA,NA,en la calle,Cartagena (Murcia),Castrado,Reservado TH.
animalessinhogardebaena.org,2018-04-15 23:53:00.803284,202,Darwin,http://animalessinhogardebaena.org/imas/animales/_202/a_2021480760992.jpg,en adopción,NO,NO,Perro,21-12-2016,Macho,3 años y 3 meses,12/2014,Jack Russel y bodeguero,Mediano,NA,NA,en perrera,Baena (Córdoba),NA,"Lo abandonaron en el pueblo, cuando no pudo buscar mas su casa se paro en la puerta de un comercio a refugiarse de la lluvia ...pero allí tampoco fue bienvenido.Con las patas en carne viva de buscar a su dueño..."
salvanos.es,2018-04-15 23:53:01.882841,2359,Fredy,http://salvanos.es/imas/animales/_2359/a_23591516286045.jpg,en adopción,SI,NO,Gato,18-1-2018,Macho,5 años y 8 meses,8/2012,Común e. Bicolor negro y blanco,Mediano,NA,NA,Casa de acogida,Los Dolores (Cartagena),Castrado y vacunado.,Reservado TH.
animalessinhogardebaena.org,2018-04-15 23:53:04.288722,194,Brighit,http://animalessinhogardebaena.org/imas/animales/_194/a_1941478425494.jpg,en adopción,NO,NO,Perro,6-11-2016,Hembra,1 año y 11 meses,4/2016,Podenca cruce,Mediano,NA,NA,NA,Baena (Córdoba),NA,"Esta brujita te va a enamorar en cuánto pase contigo un ratito, es la alegría hecha perrita, a la vez es lista y obediente.Le das una oportunidad?"
salvanos.es,2018-04-15 23:53:04.618256,2379,Estrella (Camada Rastreator),http://salvanos.es/imas/animales/_2379/a_23791518431927.jpg,en adopción,NO,NO,Perro,12-2-2018,Hembra,4 meses y 29 días,11/2017,Mestizo Beagle y Bodeguero Andaluz,Mediano,"6,5 kg",NA,NA,Abanilla (Murcia),Buena. No castrada.,12-02-18 Reservada por Viva la Hund.
salvanos.es,2018-04-15 23:53:07.603082,2380,Luna (Camada Rastreator),http://salvanos.es/imas/animales/_2380/a_23801518432260.jpg,en adopción,NO,NO,Perro,12-2-2018,Hembra,4 meses y 29 días,11/2017,mestizo Beagle y Bodeguero Andaluz,Mediano,"6,5 kg",NA,NA,Abanilla (Murcia),Buena.,12-02-18 Reservada por Viva la Hund.
animalessinhogardebaena.org,2018-04-15 23:53:08.507432,234,Kairo,NA,en adopción,SI,NO,Perro,13-7-2017,Macho,1 año y 8 meses,7/2016,Pastor Belga,Grande,NA,NA,NA,Baena (Córdoba),NA,"Kairo llegó a nuestras manos por que la persona que lo cuidaba no podía atenderlo, tenía el fémur y la cadera muy dañados lo que le causaba muchísimo dolor.Necesita una familia que responsable y que lo cuide y quiera como merece.Lo ayudas?"
salvanos.es,2018-04-15 23:53:11.160297,2248,Nilo,http://salvanos.es/imas/animales/_2248/a_22481518624912.jpg,en adopción,NO,NO,Gato,17-10-2017,Macho,1 año y 2 meses,2/2017,Tabby,Mediano,NA,NA,Casa de acogida,Molina de Segura (Murcia),Castrado,Reservado TH. JAlberto.
animalessinhogardebaena.org,2018-04-15 23:53:12.898071,218,Yurena,http://animalessinhogardebaena.org/imas/animales/_218/a_2181487829712.jpg,en adopción,NO,NO,Perro,17-2-2017,Hembra,1 año y 8 meses,7/2016,Tipo pastor Malinois,Mediano,NA,NA,en perrera,Baena (Córdoba),NA,"Yurena fue rescatada de una familia que no la cuidaba,atada día y noche,con la comida escasa y el agua sucia....es una perrita agradecida que te devolverá con creces el cariño que le prestes.Le haces un huequito en tu vida?"
aspamasqueperros.org,2018-04-15 23:53:18.292042,5,Anival,http://aspamasqueperros.org/imas/animales/_5/a_51472482045.jpg,en adopción,NO,NO,Perro,0-0-0,Macho,6 años y 2 meses,2/2012,cruce pastor,Grande,30kg,NA,Refugio,Socuéllamos (Ciudad Real),Salud,Anival fue recogido junto con su hermano en un río.
salvanos.es,2018-04-15 23:53:19.542610,2288,Martha (y sus dos retoños),http://salvanos.es/imas/animales/_2288/a_22881516741607.jpg,en adopción,NO,NO,Gato,12-11-2017,Hembra,2 años y 3 meses,1/2016,Siamés con punto de tortuga,Mediano,NA,941000022225604,Casa de acogida,Beniaján (Murcia),NA,Reservada TH.
aspamasqueperros.org,2018-04-15 23:53:20.617088,4,Aloe,http://aspamasqueperros.org/imas/animales/_4/a_41472482182.jpg,en adopción,NO,NO,Perro,0-0-0,Macho,7 años,4/2011,cruce podenco,Mediano,20kg,NA,Refugio,socuellamos (Ciudad Real),Salud,Aloe fue recogido junto con sus dos hermanitos cuando todavia eran unos cachorritos. Aun no ha encontrado una familia en la que dar todo lo que tiene dentro. ¿quieres serlo tú?
salvanos.es,2018-04-15 23:53:23.202978,2334,Berta,http://salvanos.es/imas/animales/_2334/a_23341513197168.jpg,en adopción,NO,NO,Gato,13-12-2017,Hembra,4 años y 11 meses,5/2013,Siamesa,Grande,NA,941000022225534,NA,Murcia (Murcia),Castrada. Pequeña marca en la oreja.,Reservada CF.
aspamasqueperros.org,2018-04-15 23:53:23.298411,272,Tití,http://aspamasqueperros.org/imas/animales/_272/a_2721472483488.jpg,en adopción,NO,NO,Perro,0-0-0,Macho,4 años y 6 meses,9/2013,Mestizo,Grande,NA,NA,NA,Socuéllamos (Ciudad Real),NA,"A Tití nos lo encontramos una noche después de un concierto. Es un perro algo dominante, pero muy cariñoso con humanos y también se lleva bien con otros perros. Sólo busca una segunda oportunidad. ¿Se la darás tú?"
salvanos.es,2018-04-15 23:53:27.354167,2355,Sam (Camada Pastor),http://salvanos.es/imas/animales/_2355/a_23551516895056.jpg,en adopción,NO,NO,Perro,13-1-2018,Macho,4 meses y 14 días,12/2017,Mestizo Pastor Alemán,Mediano,12 Kg,NA,Casa de acogida,Molina de Segura (Murcia),"Desde el pasado sábado 13 de enero, se levantó con la cabecita ladeada, está en tratamiento por si fuera solo un golpe. Descartada la otitis.",Reservado por VlH
darmur.org,2018-04-15 23:53:29.431600,380,Alan,http://darmur.org/imas/animales/_380/a_3801462101341.jpg,en adopción,NO,NO,Perro,1-5-2016,Macho,3 años y 11 meses,4/2014,NA,Mediano,NA,NA,NA,Murcia (Murcia),NA,"Perro en unaa casa con terreno, pero mas solo que la uno, podria vivir estupendamente si sus dueños lo cuidaran y se preocuparan de el, nadie lo acaricia ni hace caso, el animal solo demanda cariño, ademas se quieren deshacer de el, alan tiene dos años, se entrega vacunado y con chip. Tanta casa y tanto jardin para nada, ni lo quieren ni cuidan, quieren darlo y pasan de el, esta enjaulafo, tememos como pueda terminar si no lo sacamos antes, puede ser dado a cualquiera o entregado a perrera, es cuestión de tiempo"
salvanos.es,2018-04-15 23:53:30.075199,2340,Sarah (antes Waco),http://salvanos.es/imas/animales/_2340/a_23401516296734.jpg,en adopción,SI,NO,Gato,25-12-2017,Hembra,2 años,4/2016,Común europeo bicolor,Mediano,NA,NA,Casa de acogida,Murcia (Murcia),Su salud es buena. Esterilizada.,"18-01-18 Nuevas fotos de Sarah. Su dueño ya no puede tenerla, necesita una Casa de Acogida o Adopción. Es muy tranquila.¡¡URGENTE!! Pero no puede tenerla, por alergia."
darmur.org,2018-04-15 23:53:32.220073,400,Charly,http://darmur.org/imas/animales/_400/a_4001463915370.jpg,en adopción,NO,NO,Perro,22-5-2016,Macho,3 años y 11 meses,4/2014,Mix podenco,Grande,NA,NA,Residencia,Murcia (Murcia),NA,"Macho impresionante, pelo rubio precioso,bien porte,fuerte,joven, sociable y obediente"
salvanos.es,2018-04-15 23:53:34.511416,2258,Bruno,http://salvanos.es/imas/animales/_2258/a_22581518033007.jpg,en adopción,NO,NO,Gato,26-10-2017,Macho,1 año y 2 meses,2/2017,Red Point,Mediano,NA,NA,Casa de acogida,Cartagena (Murcia),Es sordo.,Reservado TH
darmur.org,2018-04-15 23:53:34.679785,411,Estrella,http://darmur.org/imas/animales/_411/a_4111465406679.jpg,en adopción,NO,NO,Perro,8-6-2016,Hembra,3 años y 2 meses,1/2015,Mestiza,Pequeño,NA,NA,NA,Murcia (Murcia),NA,"Estrella tamaño pequeño(6-7kg). Rescatada del zulo. Es una hembra joven, miedosa aún pero le gusta mucho que la acaricien. Ya hemos conseguido que empiece a salir a la calle y va feliz y sin intentar escaparse ni huir y además está empezando a hacer sus cosas fuera. NECESITAMOS CASA DE ACOGIDA PARA ELLA URGENTE O VOLVERA AL ZULO."
darmur.org,2018-04-15 23:53:38.151150,434,nancy,http://darmur.org/imas/animales/_434/a_4341468854823.jpg,en adopción,NO,NO,Perro,18-7-2016,Hembra,2 años y 4 meses,12/2015,mix snauzer pelo duro,Mediano,18 kilos,NA,NA,Murcia (Murcia),NA,"perrita encontrada vagando por la calle, cachorra se lleva bien con perros y con gatos, buena, docil, obediente, sociable con todo el mundo"
salvanos.es,2018-04-15 23:53:41.370800,2030,Lidia de Torreagüera,http://salvanos.es/imas/animales/_2030/a_20301511189701.jpg,en adopción,NO,NO,Gato,5-7-2017,Hembra,1 año y 9 meses,7/2016,Tabby,Mediano,NA,NA,en la calle,Torreagüera (Murcia),Desparasitada. 28-07-17 Esterilizada.,26-01-18 Adopción nacional para: Mar Martínez.
darmur.org,2018-04-15 23:53:42.497117,437,peggy,http://darmur.org/imas/animales/_437/a_4371468856603.jpg,en adopción,NO,NO,Perro,18-7-2016,Hembra,NA,NA,podenca,Mediano,NA,NA,Casa de acogida,Abarán (Murcia),NA,"podenca encontrada en la calle, desprotegida y exhausta, 7 meses, para ser una cachorra es muy tranquila, bien con otros perros y gatos, lo unico que quiere es que no la abandonen de nuevo , esta acogida solo este mes de julio, despues no hay nada para ella, esta en un pueblo de murcia, pero se envia a otras provincias"
salvanos.es,2018-04-15 23:53:43.874606,1860,Arlequín,http://salvanos.es/imas/animales/_1860/a_18601491578751.jpg,en adopción,NO,NO,Gato,7-4-2017,Macho,3 años,4/2015,Común blanco y negro,Mediano,NA,NA,en la calle,Cartagena (Murcia),NA,Reservado TH.
aspamasqueperros.org,2018-04-15 23:53:45.594870,46,Sam,http://aspamasqueperros.org/imas/animales/_46/a_461472514367.jpg,en adopción,NO,NO,Perro,0-0-0,Macho,7 años,4/2011,mestizo galgo,Grande,30kg,NA,NA,Socuéllamos (Ciudad Real),NA,"Sam entro cuando era todavia un cachorrito, lo trajo un hombre que lo encontro cuando le estaban pegando entre varios niños y se lo quito."
salvanos.es,2018-04-15 23:53:46.069991,1926,Sole,http://salvanos.es/imas/animales/_1926/a_19261495049774.jpg,en adopción,NO,NO,Gato,17-5-2017,Hembra,3 años y 11 meses,5/2014,Común europeo pelo largo,Mediano,NA,NA,Casa de acogida,Molina de Segura (Murcia),Buena. Esterilizada. Positiva a FeLV.,Reservada TH
salvanos.es,2018-04-15 23:53:48.704674,1937,Remo,http://salvanos.es/imas/animales/_1937/a_19371495524980.jpg,en adopción,NO,NO,Gato,23-5-2017,Hembra,3 años y 7 meses,9/2014,Tabby jaspeado con blanco,Mediano,NA,NA,en la calle,Cartagena (Murcia),En tratamiento por una alergia en la piel.,"REMO, al igual que su hermano RÓMULO, nacieron en las instalaciones de una fábrica. Son unos gatos muy sociables, pues han sido alimentados desde pequeños por los trabajadores."
aspamasqueperros.org,2018-04-15 23:53:49.521537,228,Mario,http://aspamasqueperros.org/imas/animales/_228/a_2281472515213.jpg,en adopción,NO,NO,Perro,0-0-0,Macho,3 años y 1 mes,3/2015,Mestizo,Mediano,NA,NA,NA,Socuéllamos (Ciudad Real),NA,"Mario fue abandonado junto a sus hermanos, Diana y Luigi, en una caja a pleno sol. Se merecen encontrar una familia en la que les llenen de amor."
salvanos.es,2018-04-15 23:53:52.920778,1997,Archie ( Ahora Amigo),http://salvanos.es/imas/animales/_1997/a_19971500982937.jpg,en adopción,NO,NO,Gato,19-6-2017,Macho,1 año y 1 mes,2/2017,Tabby Naranja y blanco,Mediano,NA,941000021695891,Casa de acogida,Cartagena (Murcia),"Muy buena. Está castrado, desparasitado y ha recibido su primera vacuna triple felina.",Reservado TH.
saraprotectora.org,2018-04-15 23:53:54.814569,5538,Kora (Dulce),http://saraprotectora.org/imas/animales/_5538/a_55381502819927.jpg,en adopción,SI,NO,Perro,20-7-2017,Hembra,3 años y 8 meses,8/2014,Mix Sttaford,Grande,NA,NA,NA,Arrecife (Lanzarote),NA,*Kora (Dulce)*.
salvanos.es,2018-04-15 23:53:57.201316,2133,Anitta,http://salvanos.es/imas/animales/_2133/a_21331503860747.jpg,en adopción,NO,NO,Gato,27-8-2017,Hembra,2 años y 8 meses,8/2015,cruce siamés,Mediano,NA,NA,en la calle,Las torres de Cotillas (Murcia),NA,12/03/18 Reservada por TH
saraprotectora.org,2018-04-15 23:53:58.478376,5448,Benito,http://saraprotectora.org/imas/animales/_5448/a_54481505734620.jpg,en adopción,NO,NO,Perro,22-7-2017,Macho,11 meses y 5 días,5/2017,Mix Bardino,Grande,NA,NA,NA,Tinajo (Lanzarote),NA,*Benito*.
salvanos.es,2018-04-15 23:54:00.950626,2211,Pipo,http://salvanos.es/imas/animales/_2211/a_22111507127788.jpg,en adopción,NO,NO,Gato,4-10-2017,Macho,5 años y 3 meses,1/2013,Tabby orange,Mediano,NA,941000022132942,en la calle,Cartagena (Murcia),"Test positivo a FIV, Desparasitado.",Reservado TH.
saraprotectora.org,2018-04-15 23:54:02.304020,5561,Leo,http://saraprotectora.org/imas/animales/_5561/a_55611513862073.jpg,en adopción,NO,NO,Perro,22-7-2017,Macho,2 años y 2 meses,2/2016,Mix Bardino,Grande,NA,NA,NA,Tahiche (Lanzarote),NA,*Leo*.
salvanos.es,2018-04-15 23:54:04.789030,2227,Kerry,http://salvanos.es/imas/animales/_2227/a_22271521020137.jpg,en adopción,NO,NO,Gato,9-10-2017,Macho,5 años y 3 meses,1/2013,Mezcla Angora,Mediano,NA,NA,Casa de acogida,Cartagena (Murcia),"Muy buena. Castrado. Tests leucemia, FIV y filariosis negativos.",12/03/18 Reservado por CF.
saraprotectora.org,2018-04-15 23:54:06.745894,5549,Pesto,http://saraprotectora.org/imas/animales/_5549/a_55491505819578.jpg,en adopción,NO,NO,Gato,25-7-2017,Macho,10 años y 8 meses,7/2007,Europeo Común Atigrado Natura,Mediano,NA,NA,NA,Arrecife (Lanzarote),NA,*Pesto*.
salvanos.es,2018-04-15 23:54:09.128539,2386,Cumbia,http://salvanos.es/imas/animales/_2386/a_23861519122737.jpg,en adopción,NO,NO,Perro,20-2-2018,Hembra,6 meses y,10/2017,Springer Spaniel Inglés,Mediano,"3,5 kg",NA,NA,Murcia (Murcia),Buena. No castrada.,Reservada por VlH 20/02/18
saraprotectora.org,2018-04-15 23:54:11.038813,5546,Gloria,http://saraprotectora.org/imas/animales/_5546/a_55461503155497.jpg,en adopción,NO,NO,Perro,30-7-2017,Hembra,1 año y 8 meses,8/2016,Mix pitbull-boxer,Grande,NA,NA,NA,Famara (Lanzarote),NA,*Gloria*.
salvanos.es,2018-04-15 23:54:13.400917,2390,Leo,http://salvanos.es/imas/animales/_2390/a_23901519859994.jpg,en adopción,NO,NO,Gato,1-3-2018,Macho,5 años y 1 mes,3/2013,Negro Tabby,Mediano,NA,NA,NA,Cartagena (Murcia),Buena. Castrado.,Reservado CF.
salvanos.es,2018-04-15 23:54:17.871562,2392,Pelos ( y Tarzán),http://salvanos.es/imas/animales/_2392/a_23921520095602.jpg,en adopción,NO,NO,Gato,3-3-2018,Macho,3 años y 7 meses,9/2014,Común Europeo pelo negro,Mediano,NA,NA,Casa de acogida,Molina de Segura (MURCIA),Buena. Está castrado.,05/03/18 Reservado por CF
protectorabaix.org,2018-04-15 23:54:19.188273,1090,Gatita Lucia,http://protectorabaix.org/imas/animales/_1090/a_10901457967266.jpg,encontrado,NO,NO,Gato,14-3-2016,Hembra,3 años y 1 mes,3/2015,Comun,Mediano,NA,NA,NA,Elche (Alicante),NA,"¡Hola! Soy Lucía, anoche con una amiga me encontré con una gatita que parecía perdida. O, en el peor de los casos, abandonada. Olía muy bien, no parecía callejera, y se me acercó en seguida, no extrañaba a nadie. Además, creo que no llega al año. Estaba hambrienta y ahora está en mi casa."
salvanos.es,2018-04-15 23:54:21.694082,2393,Tarzán ( y Pelos),http://salvanos.es/imas/animales/_2393/a_23931520096556.jpg,en adopción,NO,NO,Gato,3-3-2018,Macho,3 años y 7 meses,9/2014,Común Europeo Blanco y Negro,Mediano,NA,NA,Casa de acogida,Molina de Segura (Murcia),NA,05/03/18 Reservado por CF
